id,name,sku,categories,fulfillment,source,cost,margin_pct,price,stock_qty,sizes,size_prices,image,description,featured,active,kits,colors,logo,supplier_sku
P072,"VIVOHOME Heavy-Duty Steel Mesh Garden Cart, 880 lb",B085TDSJTK,Carts & Dollies,Supplier Order,Amazon,119.99,35%,184.60,,,,https://m.media-amazon.com/images/I/81ib6j79B6L._AC_SX679_.jpg,Steel mesh utility cart holds 880 lbs on 10-inch wheels. Sides fold down for oversized loads.,0,1,,,,
P073,"16"" Battery Powered Walk-Behind Floor Scrubber Kit",C16,Floor Machines,Supplier Order,Crystal Floor Scrubber,1897.00,35%,2918.46,,,,https://static.wixstatic.com/media/87a20c_0873a0a0d67e4930b31ddb736b88c81e~mv2.png,"Cordless walk-behind scrubber that scrubs and vacuums in one pass, replacing traditional mopping.",0,1,,,,
P074,"21"" Self-Propelled Cordless Floor Scrubber Kit",POWER21SP,Floor Machines,Supplier Order,Crystal Floor Scrubber,2897.00,35%,4456.92,,,,https://static.wixstatic.com/media/f151f8_b42480901ad440b585a8f820eec62ae7~mv2.png,Cordless self-propelled scrubber with traction drive that moves itself forward and backward.,0,1,,,,
P075,Cordless Ride-On Floor Scrubber Complete Kit,CR21,Floor Machines,Supplier Order,Crystal Floor Scrubber,3197.00,35%,4918.46,,,,https://static.wixstatic.com/media/87a20c_2b1cb62d09e84bdea8bdfec01042f07d~mv2.png,Ride-on scrubber with seat and pedal operation. Drive it like a car instead of walking behind a machine.,0,1,,,,
P076,"40"" Cordless Ride-On Vacuum Floor Sweeper Kit",VACSWEEP40,Floor Machines; Sweeping & Dust Mopping,Supplier Order,Crystal Floor Scrubber,4397.00,35%,6764.62,,,,https://static.wixstatic.com/media/f151f8_bac2fbcfb9334905a40bdba979a7eac1~mv2.jpg,"Ride-on vacuum sweeper with a 40-inch cleaning width. Sweeps, vacuums, and collects debris in one pass.",0,1,,,,
P077,"Gator Stripping Boots, Large (8.5-9.5) w/ 2 Replacement Soles",KIT-SB-LG,PPE,Supplier Order,Brady,88.77,35%,136.57,,,,https://d3gygecnvdjq5h.cloudfront.net/userfiles/products/images/websites/b2bseller/customer/braind/images/items/sd0079.jpg,Waterproof overshoes for floor stripping jobs. Slip over regular shoes to keep feet dry and grip slick floors.,0,1,industrial:opt:1,,,
P078,"Hirsh Iron Horse Heavy-Duty 4-Shelf Storage Rack, 2300 lb",B01LQUVDGM,Storage,Supplier Order,Amazon,98.01,35%,150.78,,,,https://m.media-amazon.com/images/I/513tmEAeurL._AC_SX679_.jpg,"Boltless steel shelving holds 575 lbs per shelf, 2,300 lbs total. 36W x 18D x 60H.",0,1,,,,
P079,"Iris USA 4-Tier Heavy-Duty Plastic Shelving, 600 lb, Black",510023,Storage,Supplier Order,Amazon,82.99,35%,127.68,,,,https://m.media-amazon.com/images/I/61VG1-cx35L._AC_SL1500_.jpg,"Plastic shelving holds 150 lbs per shelf, 600 lbs total. Will not rust in janitor closets. 36W x 18D x 56H.",0,1,,,,
P080,20 Foot High Reach Dusting Kit w/ 5-12 Foot Extension Pole,B07X7D5SSF,High Dusting,Supplier Order,Amazon,27.99,35%,43.06,,,,https://m.media-amazon.com/images/I/71J6myyKbHL._AC_SX679_.jpg,"High reach kit with aluminum extension pole, cobweb duster, and microfiber feather duster. Reaches about 20 feet.",0,1,office:opt:1; industrial:opt:1; school:opt:1,,,
P081,EXTEND-A-REACH 36-Foot High Reach Cleaning Kit,HADK2,High Dusting,Supplier Order,Brady,182.48,35%,280.74,,,,https://assets-e518d5c0cd.cdn.insitecloud.net/73e06b5663998af_md.jpg,Professional kit reaches 36+ feet with a heavy-duty 5-30 foot telescoping pole and 4 attachments.,0,1,,,,
P082,Replacement Name Badge & Lanyard,UNI-BADGE,Uniforms,Warehouse,Bennett,7.50,35%,11.54,,,,https://citywide.bennettuniform.com/pub/media/catalog/product/cache/9323ec0560e662bc9841b2d71b3b8c4b/c/w/cwnb01-01.jpg,Replacement City Wide name badge with lanyard. Put the crew member's name in the order notes.,1,0,,,,CWNB
P083,"Unisex Vest, Red w/ Monogram",UNI-VEST,Uniforms,Warehouse,Bennett,17.00,35%,26.15,7,"S,M,L,XL,2XL",2XL=29.23,https://citywide.bennettuniform.com/pub/media/catalog/product/cache/9323ec0560e662bc9841b2d71b3b8c4b/c/w/cwmv-model.jpg,"No-pocket, no-button unisex vest in red with left chest monogram.",1,1,,Red,Independent Contractor,CWMV
P084,Class 2 High-Visibility Vest,UNI-HIVIS,Uniforms,Special Order,Bennett,9.99,35%,15.37,,"M,L,XL,2XL,3XL,4XL,5XL",3XL=18.45|4XL=21.52|5XL=24.60,https://citywide.bennettuniform.com/pub/media/catalog/product/cache/9323ec0560e662bc9841b2d71b3b8c4b/c/w/cws362-back.jpg,"ERB S363P ANSI Type R Class 2 safety vest. Polyester mesh, reflective trim, three pockets, zipper front.",0,1,,Safety Yellow,Independent Contractor,CWS362
P085,Under Armour Cap,UNI-CAP,Uniforms,Special Order,Bennett,20.00,35%,30.77,,,,https://citywide.bennettuniform.com/pub/media/catalog/product/cache/9323ec0560e662bc9841b2d71b3b8c4b/c/w/cw136978525_front.jpg,"Under Armour performance cap. Adjustable fit, moisture-wicking. Bennett-supplied.",0,0,,,,CW1369785
P086,Unisex Cobbler Apron,UNI-APRON,Uniforms,Warehouse,Bennett,14.00,35%,21.54,9,"OSFM,XL",XL=23.08,https://citywide.bennettuniform.com/pub/media/catalog/product/cache/9323ec0560e662bc9841b2d71b3b8c4b/c/w/cwf12ic10.png,Stain-release cobbler apron with center-divided pouch pocket and adjustable side ties.,1,1,,Red|Black,Independent Contractor,CWF12
P087,Unisex Dri-Fit T-Shirt,UNI-DRIFIT-T,Uniforms,Special Order,Bennett,6.99,35%,10.75,,"S,M,L,XL,2XL,3XL,4XL,5XL",2XL=12.29|3XL=15.37|4XL=18.45|5XL=21.52,https://citywide.bennettuniform.com/pub/media/catalog/product/cache/9323ec0560e662bc9841b2d71b3b8c4b/c/w/cwpc380-front.jpg,"UPF 50 moisture-wicking tee. 3.8oz 100% polyester, tag-free.",0,1,,Black|Red,Independent Contractor,CWPC380
P088,"Men's Silk Touch Polo, Black",UNI-POLO-M-BLK,Uniforms,Special Order,Bennett,18.99,35%,29.22,,"S,M,L,XL,2XL,3XL,4XL,5XL",2XL=30.75|3XL=33.83|4XL=36.91|5XL=36.91,https://citywide.bennettuniform.com/pub/media/catalog/product/cache/9323ec0560e662bc9841b2d71b3b8c4b/c/w/cwk500cw10_front.jpg,For owners and supervisors. Classic 5oz poly/cotton pique polo with 3-button placket.,0,1,,Black,Independent Contractor,CWK500
P089,"Men's Silk Touch Polo, Red",UNI-POLO-M-RED,Uniforms,Special Order,Bennett,18.99,35%,29.22,,"S,M,L,XL,2XL,3XL,4XL,5XL",2XL=30.75|3XL=33.83|4XL=36.91|5XL=36.91,https://citywide.bennettuniform.com/pub/media/catalog/product/cache/9323ec0560e662bc9841b2d71b3b8c4b/c/w/cwk500cw10_front.jpg,For cleaning crew and day porters. Classic 5oz poly/cotton pique polo with 3-button placket.,0,1,,Red,Independent Contractor,CWK500
P090,Hanes EcoSmart Crewneck Sweatshirt,UNI-CREW-SWEAT,Uniforms,Special Order,Bennett,14.99,35%,23.06,,"S,M,L,XL,2XL,3XL,4XL,5XL",2XL=26.14|3XL=29.22|4XL=32.29|5XL=35.37,https://citywide.bennettuniform.com/pub/media/catalog/product/cache/9323ec0560e662bc9841b2d71b3b8c4b/c/w/cwp160cw10_front.jpg,Soft crewneck pullover made with a portion of recycled fibers.,0,1,,Red|Black,Independent Contractor,CWP160
P091,"Women's Silk Touch Polo, Black",UNI-POLO-W-BLK,Uniforms,Special Order,Bennett,18.99,35%,29.22,,"S,M,L,XL,2XL,3XL,4XL,5XL",2XL=30.75|3XL=33.83|4XL=36.91|5XL=36.91,https://citywide.bennettuniform.com/pub/media/catalog/product/cache/9323ec0560e662bc9841b2d71b3b8c4b/c/w/cwl500cw25_front.jpg,Classic 5oz poly/cotton pique polo with flat knit collar and cuffs.,0,1,,Black,Independent Contractor,CWL500
P092,Nike Dri-FIT Long Sleeve Polo,UNI-NIKE-LS,Uniforms,Special Order,Bennett,48.00,35%,73.85,,"S,M,L,XL,2XL,3XL,4XL",2XL=76.92|3XL=80.00|4XL=83.08,https://citywide.bennettuniform.com/pub/media/catalog/product/cache/9323ec0560e662bc9841b2d71b3b8c4b/c/w/cwnkdc2104-front_1.jpg,Nike Dri-FIT Micro Pique 2.0 long sleeve polo. Moisture-wicking performance fabric.,0,1,,Black|University Red,Independent Contractor,CWNKDC2104
P093,"Women's Silk Touch Polo, Red",UNI-POLO-W-RED,Uniforms,Special Order,Bennett,18.99,35%,29.22,,"S,M,L,XL,2XL,3XL,4XL,5XL",2XL=30.75|3XL=33.83|4XL=36.91|5XL=36.91,https://citywide.bennettuniform.com/pub/media/catalog/product/cache/9323ec0560e662bc9841b2d71b3b8c4b/c/w/cwl500cw25_front.jpg,For cleaning crew and day porters. Classic 5oz poly/cotton pique polo.,0,1,,Red,Independent Contractor,CWL500
P094,Men's Nike Dri-FIT Polo,UNI-NIKE-POLO-M,Uniforms,Special Order,Bennett,39.99,35%,61.52,,"S,M,L,XL,2XL,3XL,4XL",2XL=64.60|3XL=67.68|4XL=70.75,https://citywide.bennettuniform.com/pub/media/catalog/product/cache/9323ec0560e662bc9841b2d71b3b8c4b/c/w/cwnkdc1963cw25-front.jpg,Nike Dri-FIT polo built for hot weather.,0,1,,Black|Red,Independent Contractor,CWNKDC1963
P095,Women's Nike Dri-FIT Polo,UNI-NIKE-POLO-W,Uniforms,Special Order,Bennett,39.99,35%,61.52,,"S,M,L,XL,2XL",2XL=64.60,https://citywide.bennettuniform.com/pub/media/catalog/product/cache/9323ec0560e662bc9841b2d71b3b8c4b/c/w/cwnkdc1991cwa7_front_1.jpg,Nike Dri-FIT polo built for hot weather.,0,1,,Black|Red,Independent Contractor,CWNKDC1991
P096,Port & Company Core Fleece Full-Zip Hooded Sweatshirt,UNI-HOOD-ZIP,Uniforms,Special Order,Bennett,26.00,35%,40.00,,"S,M,L,XL,2XL,3XL,4XL",2XL=43.08|3XL=46.15|4XL=49.23,https://citywide.bennettuniform.com/pub/media/catalog/product/cache/9323ec0560e662bc9841b2d71b3b8c4b/c/w/cwpc78zh-front.jpg,Versatile full-zip hoodie in 50/50 cotton/poly fleece.,0,1,,Black|Red,Independent Contractor,CWPC78ZH
P097,Port & Company Core Fleece Pullover Hooded Sweatshirt,UNI-HOOD-PULL,Uniforms,Special Order,Bennett,20.00,35%,30.77,,"S,M,L,XL,2XL,3XL,4XL",2XL=33.85|3XL=36.92|4XL=40.00,https://citywide.bennettuniform.com/pub/media/catalog/product/cache/9323ec0560e662bc9841b2d71b3b8c4b/c/w/cwpc78hcw25_front.jpg,Cozy pullover hoodie in 50/50 cotton/poly fleece with air jet yarn for softness.,0,1,,Black|Red,Independent Contractor,CWPC78H
P098,Sport-Tek Ladies' Colorblock Hooded Raglan Jacket,UNI-JACKET-W,Uniforms,Special Order,Bennett,32.00,35%,49.23,,"S,M,L,XL,2XL,3XL,4XL",2XL=52.31|3XL=55.38|4XL=58.46,https://citywide.bennettuniform.com/pub/media/catalog/product/cache/9323ec0560e662bc9841b2d71b3b8c4b/c/w/cwlst7602_front.jpg,"Water-resistant wind jacket with mesh-lined hood, front slash pockets, and drawcord hem.",0,1,,Black,Independent Contractor,CWLST76
P099,Sport-Tek Men's Hooded Raglan Jacket,UNI-JACKET-M,Uniforms,Special Order,Bennett,34.00,35%,52.31,,"S,M,L,XL,2XL,3XL,4XL,5XL,6XL",2XL=55.38|3XL=58.46|4XL=61.54|5XL=64.62|6XL=67.69,https://citywide.bennettuniform.com/pub/media/catalog/product/cache/9323ec0560e662bc9841b2d71b3b8c4b/c/w/cwjst7325_front.jpg,"Water-resistant wind jacket with mesh-lined hood, front slash pockets, and drawcord hem.",0,1,,Black,Independent Contractor,CWJST73
P100,"Square Scrub Doodle Scrub Deluxe Kit, 4x10",SQSC-SS-EBG-9-DLX,Equipment; Floor Machines,Supplier Order,Brady,1716.12,35%,2640.18,,,,https://d3gygecnvdjq5h.cloudfront.net/userfiles/products/images/websites/b2bseller/customer/braind/images/items/sqsc-ss-ebg-9-dlx.jpg,"Compact orbital floor prep machine with deluxe accessory kit for stripping, scrubbing, and recoating hard floors. Reaches behind toilets, under counters, and into corners.",0,1,,,,
P101,"Microfiber Flat Mop Frame, 18 in Quick-Connect",MD9104,Medical Office; GMP Cleaning,Supplier Order,Brady,14.22,35%,21.88,,,,https://assets-e518d5c0cd.cdn.insitecloud.net/MD9104_01_md.png,Quick-connect microfiber flat mop frame for healthcare cleaning. Use a fresh pad per room to prevent cross-contamination.,0,1,office:core:2; medical:core:2; school:core:2; cleanroom:core:2; gmp:core:2; industrial:opt:2,,,
P102,"Microfiber Flat Mop Handle, 58 in Quick-Connect",MD3154,Medical Office; GMP Cleaning,Supplier Order,Brady,9.01,35%,13.86,,,,https://d3gygecnvdjq5h.cloudfront.net/userfiles/products/images/websites/b2bseller/customer/braind/images/items/md3154.jpg,Lightweight aluminum quick-connect handle for the microfiber flat mop frame.,0,1,office:core:2; medical:core:2; school:core:2; cleanroom:core:2; gmp:core:2; industrial:opt:2,,,
P103,"Blue Microfiber Wet Mop Pad, 18 in",MD2618,Medical Office; GMP Cleaning,Supplier Order,Brady,11.84,35%,18.22,,,,https://d3gygecnvdjq5h.cloudfront.net/userfiles/products/images/websites/b2bseller/customer/braind/images/items/md2618.jpg,"Launderable 18-inch blue microfiber wet pad. One pad per patient room, color-coded for low-risk areas.",0,1,office:core:12; medical:core:12; school:core:12; cleanroom:core:12; industrial:core:12; gmp:core:12,,,
P104,"Oxivir TB Disinfectant Cleaner RTU, 32 oz",CF4277,Clean Room; GMP Cleaning,Supplier Order,Brady,3.45,35%,5.31,,,,https://d3gygecnvdjq5h.cloudfront.net/userfiles/products/images/websites/b2bseller/customer/braind/images/items/cf4277.jpg,Hydrogen-peroxide one-step disinfectant cleaner. Fast contact time and low residue for cleanroom and medical surfaces.,0,1,medical:core:2; school:opt:1; gmp:opt:1,,,
P105,"Isopropyl Alcohol 70%, 1 Gallon",CT4800,Clean Room; GMP Cleaning,Supplier Order,Brady,25.99,35%,39.98,,,,https://assets-e518d5c0cd.cdn.insitecloud.net/f54c05b2711ffbd_md.jpg,70% isopropyl alcohol for cleanroom surface sanitizing and residue removal after disinfection.,0,1,cleanroom:core:2; medical:opt:1,,,
P106,Kimtech W4 Pre-Saturated Cleanroom Wipes,PR6070,Clean Room; GMP Cleaning,Supplier Order,Brady,92.68,35%,142.58,,,,https://d3gygecnvdjq5h.cloudfront.net/userfiles/products/images/websites/b2bseller/customer/braind/images/items/pr6070.jpg,"Low-lint pre-saturated wipes for controlled environments. Non-shedding, ideal for cleanroom surfaces and equipment.",0,1,cleanroom:core:2,,,
P107,"Cleanroom Tacky Floor Mat, 18x36, Blue",VT18364P30L-B,Clean Room; GMP Cleaning,Supplier Order,Brady,126.14,35%,194.06,,,,https://assets-e518d5c0cd.cdn.insitecloud.net/0e1fa49cffb5b08_md.jpg,Adhesive contamination-control mat for cleanroom entrances. Peel-off layered sheets capture dust and particles from foot and cart traffic.,0,1,cleanroom:core:2,,,
P108,"Telescopic Extension Pole, 8 ft (Wall & Ceiling)",WC0008,Clean Room,Supplier Order,Brady,46.91,35%,72.17,,,,https://d3gygecnvdjq5h.cloudfront.net/userfiles/products/images/websites/b2bseller/customer/braind/images/items/wc0008.jpg,Two-section telescopic pole. Pairs with the microfiber flat mop frame to disinfect cleanroom walls and ceilings from the floor.,0,1,office:opt:1; cleanroom:opt:1; gmp:opt:1,,,
P109,"Spartan Profect hdqC2 (HDQ) Disinfectant Cleaner, 2 Liter (Qty 4)",107002,Octapharma,Supplier Order,Brady,48.11,35%,74.02,,,,https://assets-e518d5c0cd.cdn.insitecloud.net/757f9f3ac3faace_md.jpg,Spartan hdqC2 (HDQ) neutral quat disinfectant cleaner. One-step clean and disinfect ordered for the Octapharma property. Each 2-liter Clean on the Go bottle dilutes on demand.,0,1,medical:opt:1,,,
P110,WaveBrake 18-Quart Dirty Water Bucket (Red Insert),MA9400,Cleaning Tools; Mopping,Supplier Order,Brady,20.69,35%,31.83,,,,https://assets-e518d5c0cd.cdn.insitecloud.net/MA9400_01_md.png,Red 18-quart dirty-water bucket that drops inside the WaveBrake 35-quart bucket to keep rinse water separate from clean mopping solution.,0,1,office:core:1; school:core:1; industrial:core:1; gmp:core:1; medical:opt:1,,,
P111,"Can Liners, 40x48, 45 Gallon, Black (150/case)",CW17713,New Building Items; Cleaning Tools,Supplier Order,Staples,34.60,35%,53.23,,,,https://assets-e518d5c0cd.cdn.insitecloud.net/23653b698d34e20_md.jpg,"Standard black high-density can liners, 40x48, fits 44-gallon BRUTE cans. 150 liners per case.",0,1,office:core:2; medical:core:2; school:core:3; industrial:core:3; gmp:core:3; cleanroom:core:1,,,
P112,"Roll Paper Towels, Hardwound, White (6/case)",PG2990,New Building Items; Restroom,Supplier Order,Brady,65.11,35%,100.17,,,,https://assets-e518d5c0cd.cdn.insitecloud.net/17829395d06139b_md.jpg,Hardwound roll paper towels for high-capacity restroom dispensers. 6 rolls per case.,0,0,,,,
P113,"Toilet Paper, 2-Ply Coreless (36 rolls/case)",PK1000,New Building Items; Restroom,Supplier Order,Brady,51.67,35%,79.49,,,,https://assets-e518d5c0cd.cdn.insitecloud.net/d03c1384c392de1_md.jpg,Coreless 2-ply toilet tissue. Less waste and more sheets per case. 36 rolls per case.,0,0,,,,
P114,"Foaming Hand Soap, 1250 mL (4/case)",CM9521,New Building Items; Restroom,Supplier Order,Brady,42.36,35%,65.17,,,,https://d3gygecnvdjq5h.cloudfront.net/userfiles/products/images/websites/b2bseller/customer/braind/images/items/cm9521.jpg,"Luxury foaming hand soap for restroom dispensers. 1250 mL refills, 4 per case.",0,0,,,,
P115,"24-inch Push Broom, Multi-Surface",AC9300,New Building Items; Sweeping & Dust Mopping,Supplier Order,Brady,22.74,35%,34.98,,,,https://d3gygecnvdjq5h.cloudfront.net/userfiles/products/images/websites/b2bseller/customer/braind/images/items/ac9300.jpg,"24-inch multi-surface push broom for lobbies, warehouses, and sidewalks. Fits a standard threaded broom handle.",0,1,office:core:1; school:core:1; industrial:core:1; gmp:core:1,,,
P116,Safety Yellow Dri-Fit T-Shirt,UNI-DRIFIT-SY,Uniforms,Special Order,Bennett,6.99,35%,10.75,,"S,M,L,XL,2XL,3XL,4XL,5XL",2XL=12.29|3XL=15.37|4XL=18.45|5XL=21.52,https://citywide.bennettuniform.com/pub/media/catalog/product/cache/9323ec0560e662bc9841b2d71b3b8c4b/c/w/cwpc380j7-front.jpg,High-visibility safety yellow Dri-FIT tee. Moisture-wicking; ideal for daytime outdoor work in the Las Vegas heat.,0,1,,Neon Yellow,Independent Contractor,CWPC380S
P117,Port Authority Outdoor Wide-Brim Hat,UNI-HAT-WB,Uniforms,Special Order,Bennett,22.00,35%,33.85,,"S/M,L/XL",,https://citywide.bennettuniform.com/pub/media/catalog/product/cache/9323ec0560e662bc9841b2d71b3b8c4b/c/w/cwc920k5.jpg,Wide-brim outdoor hat for full sun protection. Recommended for Las Vegas summer outdoor crews.,0,0,,,,CWC920
P118,Nike Tech Basic Dri-FIT Polo,UNI-NIKE-TECH,Uniforms,Special Order,Bennett,68.00,35%,104.62,,"S,M,L,XL,2XL,3XL,4XL",2XL=107.69|3XL=110.77|4XL=113.85,https://citywide.bennettuniform.com/pub/media/catalog/product/cache/9323ec0560e662bc9841b2d71b3b8c4b/2/0/203690-front_1.jpg,Premium Nike Tech Basic Dri-FIT polo. Upgraded option for owners and management.,0,1,,Black|Pro Red,Independent Contractor,CW203690
P119,Rubbermaid HYGEN Microfiber Charging Bucket w/ Press Wringer,MA1060,Medical Office,Supplier Order,Brady,83.88,35%,129.05,,,,https://assets-e518d5c0cd.cdn.insitecloud.net/MA1060_01_md.png,HYGEN microfiber flat-mop charging bucket with built-in press wringer. Pre-charges and wrings flat mop pads. Ideal for healthcare flat mopping.,0,1,medical:core:1; school:opt:1; gmp:opt:1,,,
P120,Premium Microfiber Charging Bucket w/ Wheels & Lid,MBU16GWT,Medical Office,Supplier Order,Brady,37.88,35%,58.28,,,,https://d3gygecnvdjq5h.cloudfront.net/userfiles/products/images/websites/b2bseller/customer/braind/images/items/mbu16gwt.jpg,Wheeled microfiber charging bucket with sealed lid to keep solution charged. Compact and mobile for medical office flat mopping.,0,1,school:core:1; medical:opt:1; gmp:opt:1,,,
P121,Lavex 6 Qt. Backpack Vacuum w/ HEPA & 8-Piece Tool Kit,457LAVBP6QT,Vacuums,Supplier Order,WebstaurantStore,242.49,35%,373.06,,,,https://cdnimg.webstaurantstore.com/images/products/medium/394720/2653220.jpg,Budget 6 qt commercial backpack vacuum with HEPA filtration and 8-piece tool kit. Lightweight and corded.,0,1,office:opt:1,,,
P122,Lavex 8 Qt. Backpack Vacuum w/ HEPA & 8-Piece Tool Kit (1400W),457LAVBP8QT,Vacuums,Supplier Order,WebstaurantStore,274.49,35%,422.29,,,,https://cdnimg.webstaurantstore.com/images/products/medium/725434/2638568.jpg,"Top-rated 8 qt, 1400W commercial backpack vacuum with HEPA filtration and 8-piece tool kit. Best budget pick.",0,1,office:opt:1,,,
P123,Lavex 10 Qt. Backpack Vacuum w/ HEPA & 8-Piece Tool Kit,457LAVBP10QT,Vacuums,Supplier Order,WebstaurantStore,292.99,35%,450.75,,,,https://cdnimg.webstaurantstore.com/images/products/medium/394835/3053986.jpg,Large 10 qt commercial backpack vacuum with HEPA filtration and 8-piece tool kit. Fewer empties on big jobs.,0,1,office:opt:1,,,
P124,Rubbermaid HYGEN PULSE Microfiber Mop Kit,MD1001,New Building Items; Mopping; Cleaning Tools,Supplier Order,Brady,137.28,35%,211.20,,,,https://assets-e518d5c0cd.cdn.insitecloud.net/MD1001_01_md.png,Executive Series HYGEN PULSE reservoir mop kit with on-demand solution dispensing. The upgraded replacement for the bucketless microfiber mop.,0,1,medical:opt:1; office:opt:1,,,
P125,"Avert Sporicidal Disinfectant, 32oz RTU",CF9306,GMP Cleaning,Supplier Order,Brady,9.58,35%,14.74,,,,https://d3gygecnvdjq5h.cloudfront.net/userfiles/products/images/websites/b2bseller/customer/braind/images/items/cf9306.jpg,EPA-registered sporicidal disinfectant that kills bacterial spores (incl. C. diff). The periodic sporicide step in a GMP disinfectant rotation. 32oz ready-to-use.,0,1,medical:core:1; cleanroom:opt:1; gmp:opt:1,,,
P126,"Avert Sporicidal Disinfectant Wipes, 160-count",100895790,GMP Cleaning,Supplier Order,Brady,16.86,35%,25.94,,,,https://d3gygecnvdjq5h.cloudfront.net/userfiles/products/images/websites/b2bseller/customer/braind/images/items/100895790.jpg,Pre-saturated sporicidal disinfectant wipes for GMP surface disinfection. Low-residue application; 160 wipes per tub.,0,1,medical:core:1,,,
P127,"Kling 9% HCl Thick Toilet Bowl Cleaner, 32oz (Qty 12)",CB9311,Chemicals; Restroom; New Building Items,Supplier Order,Brady,27.13,35%,41.74,,,,https://d3gygecnvdjq5h.cloudfront.net/userfiles/products/images/websites/b2bseller/customer/braind/images/items/cb9311.jpg,"Thickened 9% hydrochloric acid bowl and urinal cleaner. Clings to vertical surfaces for longer contact time, removing rust, scale, and hard water deposits. Mint wintergreen. Brady CB9311, MFG 0751200. Acid cleaner: never mix with bleach or other chemicals.",0,1,office:core:1; medical:core:1; school:core:1; industrial:opt:1; gmp:opt:1,,,
P128,"Stainless Steel Cleaner & Polish, Oil-Based Aerosol 15oz (Qty 12)",KL-AEROSSPOLISHOB,Chemicals; New Building Items,Supplier Order,Brady,61.46,35%,94.55,,,,https://assets-e518d5c0cd.cdn.insitecloud.net/98787d1dc8d3962_md.jpg,"One-step oil-based cleaner and polish for stainless steel. Cleans, polishes, and protects without scrubbing, leaves no oily residue, and resists fingerprints, grease, and water spotting. Brady KL-AEROSSPOLISHOB.",0,1,office:core:1; medical:opt:1; school:opt:1,,,
P129,ProTeam Super Coach Pro 6 Corded Backpack Vacuum w/ Xover Kit,PT-107310,Vacuums; Equipment; New Building Items,Supplier Order,Brady,395.38,35%,608.28,,,,https://assets-e518d5c0cd.cdn.insitecloud.net/f246e59724e6ddc_md.jpg,"6 quart corded backpack vacuum, 11.8 lb, 50 ft cord, four-level filtration with HEPA media, and a telescoping wand floor kit. Runs at 69.7 dBA, under the 70 dBA line most day-cleaning specs require. UL Listed and CRI Seal of Approval certified. The workhorse for after-hours routes.",0,1,office:core:1; industrial:core:1; gmp:core:1; school:opt:1,,,
P130,"Unger SmartColor Flat Mop Bucket & Wringer Combo, 15 Liter",COMSG,Mopping; Equipment; New Building Items,Supplier Order,Brady,82.35,35%,126.69,,,,https://d3gygecnvdjq5h.cloudfront.net/userfiles/products/images/websites/b2bseller/customer/braind/images/items/comsg.jpg,"Compact 15 liter bucket and wringer sized for flat mop pads. Lighter and easier to carry up stairs than a 35 quart combo, and the wringer is built for pads rather than string mops. Good second bucket for restrooms and small suites.",0,1,office:opt:1; medical:opt:1; school:opt:1; gmp:opt:1,,,
P131,"Desert Dust Sheets, 5"" x 30 ft Roll (60 Sheets)",59032W,Desert Dust Sheets; Sweeping & Dust Mopping; Cleaning Tools; High Dusting; New Building Items; Medical Office,Supplier Order,Staples,8.00,35%,12.31,,,,https://images.staplesadvantage.com/is/image/Staples/A97AE35E-E179-42CB-A0768C42ED1DA972_sc7?wid=600&hei=600,"3M Easy Trap sweep and dust sheets, 5 in. wide, perforated every 6 in. Tear off what you need, lay it under any flat dust mop or the Flip Holder, and sweep. Traps up to 8X more dirt, dust and sand than a fringed cotton dust mop and grabs hair, glitter and fine desert dust. Use both sides, then throw it away. No laundering. Best size for a 5 in. dust mop frame and hand dusting. Try this one first.",0,1,,,,2623423
P132,"Desert Dust Sheets, 8"" x 30 ft Roll (60 Sheets)",59152W,Desert Dust Sheets; Sweeping & Dust Mopping; Cleaning Tools; High Dusting; New Building Items; Medical Office,Supplier Order,Staples,12.51,35%,19.25,,,,https://images.staplesadvantage.com/is/image/Staples/sp72587387_sc7?wid=600&hei=600,"3M Easy Trap sweep and dust sheets, 8 in. wide, perforated every 6 in. The wider sheet for larger floor tools and high dusters. Traps up to 8X more dirt, dust and sand than a fringed cotton dust mop and grabs hair, glitter and fine desert dust. Use both sides, then throw it away. No laundering.",0,1,,,,2807679
P133,"Desert Dust Sheets, 5"" x 125 ft, 2 Rolls (500 Sheets)",55655W,Desert Dust Sheets; Sweeping & Dust Mopping; Cleaning Tools; High Dusting; New Building Items; Medical Office,Supplier Order,Staples,51.68,35%,79.51,,,,https://images.staplesadvantage.com/is/image/Staples/D9243669-7730-43BA-BED71FE2E83E2501_sc7?wid=600&hei=600,"3M Easy Trap sweep and dust sheets in bulk. Two 125 ft rolls, 5 in. wide, perforated every 6 in. Same sheet as the 60-count roll at a lower cost per sheet. Traps up to 8X more dirt, dust and sand than a fringed cotton dust mop. Use both sides, then throw it away. Made in America.",0,1,,,,850747
P134,"Desert Dust Sheets, 8"" x 125 ft Roll (250 Sheets)",55654W,Desert Dust Sheets; Sweeping & Dust Mopping; Cleaning Tools; High Dusting; New Building Items; Medical Office,Supplier Order,Staples,40.01,35%,61.55,,,,https://images.staplesadvantage.com/is/image/Staples/sp72587515_sc7?wid=600&hei=600,"3M Easy Trap sweep and dust sheets in bulk. One 125 ft roll, 8 in. wide, perforated every 6 in. The wider sheet for larger floor tools and high dusters at a lower cost per sheet. Traps up to 8X more dirt, dust and sand than a fringed cotton dust mop. Use both sides, then throw it away. Made in America.",0,1,,,,850748
